id,acc_user,acc_asset,nam_asset,amt_trans,tye_flow,dte_trans,tme_trans,acc_asset_related,nam_asset_related,cod_trans_type,txt_trans_type,txt_trans_type_sub,txt_remark
753,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200410,,,,,交通,,
754,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200410,,,,,交通,,
755,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200409,,,,,交通,,
756,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200409,,,,,交通,,
757,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200408,,,,,交通,,
758,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200408,,,,,交通,,
759,lxnkf54X,,蚂蚁花呗 储蓄卡,10.5,,20200407,,,,,餐饮,,
760,lxnkf54X,,蚂蚁花呗 储蓄卡,29.2,,20200407,,,,,餐饮,,
761,lxnkf54X,,蚂蚁花呗 储蓄卡,34.8,,20200407,,,,,购物,日用,
762,lxnkf54X,,蚂蚁花呗 储蓄卡,22.78,,20200407,,,,,餐饮,,
763,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200407,,,,,交通,,
764,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200407,,,,,交通,,
765,lxnkf54X,,蚂蚁花呗 储蓄卡,1.0,,20200406,,,,,购物,日用,
766,lxnkf54X,,蚂蚁花呗 储蓄卡,49.5,,20200406,,,,,通讯,,
767,lxnkf54X,,蚂蚁花呗 储蓄卡,20.28,,20200406,,,,,餐饮,,
768,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200406,,,,,交通,,
769,lxnkf54X,,蚂蚁花呗 储蓄卡,1.5,,20200406,,,,,交通,,
770,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200406,,,,,交通,,
771,lxnkf54X,,蚂蚁花呗 储蓄卡,13.8,,20200405,,,,,餐饮,,
772,lxnkf54X,,蚂蚁花呗 储蓄卡,23.2,,20200405,,,,,餐饮,,
773,lxnkf54X,,蚂蚁花呗 储蓄卡,20.4,,20200404,,,,,餐饮,,
774,lxnkf54X,,蚂蚁花呗 储蓄卡,18.28,,20200404,,,,,餐饮,,
775,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200403,,,,,交通,,
776,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200403,,,,,交通,,
777,lxnkf54X,,蚂蚁花呗 储蓄卡,10.0,,20200403,,,,,餐饮,,饿了么会员
778,lxnkf54X,,蚂蚁花呗 储蓄卡,12.8,,20200403,,,,,餐饮,,
779,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200402,,,,,交通,,
780,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200402,,,,,交通,,
781,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200401,,,,,交通,,
782,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200401,,,,,交通,,
783,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200331,,,,,交通,,
784,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200331,,,,,交通,,
785,lxnkf54X,,蚂蚁花呗 储蓄卡,45.9,,20200331,,,,,餐饮,,
786,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200330,,,,,交通,,
787,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200330,,,,,交通,,
788,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200329,,,,,交通,,
789,lxnkf54X,,蚂蚁花呗 储蓄卡,375.5,,20200329,,,,,交通,,
790,lxnkf54X,,蚂蚁花呗 储蓄卡,1.5,,20200328,,,,,交通,,
791,lxnkf54X,,支付宝 韩梦成呀,100.0,,20200328,,,,,餐饮,,约饭
792,lxnkf54X,,蚂蚁花呗 储蓄卡,6.0,,20200328,,,,,娱乐,AppleMusic,
793,lxnkf54X,,蚂蚁花呗 储蓄卡,20.9,,20200328,,,,,餐饮,,
794,lxnkf54X,,蚂蚁花呗 储蓄卡,6.0,,20200328,,,,,文教,,
795,lxnkf54X,,蚂蚁花呗 储蓄卡,60.0,,20200328,,,,,文教,,
796,lxnkf54X,,蚂蚁花呗 储蓄卡,5.0,,20200327,,,,,住房,,门禁卡
797,lxnkf54X,,蚂蚁花呗 储蓄卡,53.8,,20200327,,,,,购物,数码,
798,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200327,,,,,交通,,
799,lxnkf54X,,蚂蚁花呗 储蓄卡,40.0,,20200327,,,,,餐饮,,买水果
800,lxnkf54X,,蚂蚁花呗 储蓄卡,55.0,,20200326,,,,,购物,数码,
801,lxnkf54X,,蚂蚁花呗 储蓄卡,68.0,,20200326,,,,,文教,,
802,lxnkf54X,,蚂蚁花呗 储蓄卡,50.0,,20200326,,,,,文教,,
803,lxnkf54X,,蚂蚁花呗 储蓄卡,12.26,,20200326,,,,,交通,,
804,lxnkf54X,,蚂蚁花呗 储蓄卡,6629.0,,20200326,,,,,购物,数码,iPad
805,lxnkf54X,,蚂蚁花呗 储蓄卡,19.5,,20200325,,,,,餐饮,,
806,lxnkf54X,,蚂蚁花呗 储蓄卡,20.0,,20200325,,,,,日常琐碎,理发,
807,lxnkf54X,,蚂蚁花呗 储蓄卡,0.1,,20200325,,,,,交通,,
808,lxnkf54X,,蚂蚁花呗 储蓄卡,4.0,,20200325,,,,,交通,,
809,lxnkf54X,,蚂蚁花呗 储蓄卡,107.0,,20200324,,,,,交通,,
810,lxnkf54X,,蚂蚁花呗 储蓄卡,53.0,,20200324,,,,,餐饮,,
811,lxnkf54X,,蚂蚁花呗 储蓄卡,14.0,,20200324,,,,,娱乐,游戏,
812,lxnkf54X,,蚂蚁花呗 储蓄卡,14.9,,20200321,,,,,餐饮,,
813,lxnkf54X,,微信钱包 HAN-MC,13.0,,20200321,,,,,日常琐碎,快递,
814,lxnkf54X,,蚂蚁花呗 储蓄卡,5.0,,20200318,,,,,娱乐,AppleMusic,
815,lxnkf54X,,蚂蚁花呗 储蓄卡,134.0,,20200317,,,,,育儿,,玩具
816,lxnkf54X,,蚂蚁花呗 储蓄卡,198.0,,20200308,,,,,娱乐,游戏,
817,lxnkf54X,,微信钱包 HAN-MC,20.0,,20200303,,,,,人情,捐款,
818,lxnkf54X,,蚂蚁花呗 储蓄卡,972.58,,20200301,,,,,资金调整,资金调整,
819,lxnkf54X,,微信钱包 HAN-MC,77.6,,20201227,,,,,退款,,
820,lxnkf54X,,微信钱包 HAN-MC,336.0,,20201227,,,,,退款,,
821,lxnkf54X,,微信钱包 HAN-MC,30.0,,20201227,,,,,退款,,
822,lxnkf54X,,农业银行 漂亮妈妈 9132,71.1,,20201225,,,,,退款,,
823,lxnkf54X,,微信钱包 HAN-MC,3.0,,20201221,,,,,退款,,
824,lxnkf54X,,微信钱包 HAN-MC,40.0,,20201221,,,,,意外所得,微信红包,妈妈(^O^)
825,lxnkf54X,,农业银行 漂亮妈妈 9132,6999.0,,20201214,,,,,退款,,
826,lxnkf54X,,微信钱包 HAN-MC,5.0,,20201212,,,,,退款,,
827,lxnkf54X,,农业银行 漂亮妈妈 9132,24.0,,20201212,,,,,退款,,
828,lxnkf54X,,农业银行 工资卡 6675,21700.0,,20201210,,,,,薪资,,
829,lxnkf54X,,微信钱包 HAN-MC,14.0,,20201209,,,,,退款,,
830,lxnkf54X,,微信钱包 HAN-MC,10.0,,20201206,,,,,退款,,
831,lxnkf54X,,农业银行 漂亮妈妈 9132,1714.3,,20201127,,,,,退款,,
832,lxnkf54X,,农业银行 漂亮妈妈 9132,1714.3,,20201126,,,,,退款,,
833,lxnkf54X,,微信钱包 HAN-MC,43.0,,20201123,,,,,退款,,
834,lxnkf54X,,微信钱包 HAN-MC,50.0,,20201122,,,,,退款,,
835,lxnkf54X,,微信钱包 HAN-MC,80.0,,20201117,,,,,退款,,
836,lxnkf54X,,招商银行 星座卡 7296,1029.9,,20201116,,,,,退款,,
837,lxnkf54X,,微信钱包 HAN-MC,368.35,,20201114,,,,,退款,,
838,lxnkf54X,,农业银行 工资卡 6675,7752.0,,20201110,,,,,薪资,,
839,lxnkf54X,,支付宝 韩梦成呀,1030.0,,20201108,,,,,退款,二手,
840,lxnkf54X,,支付宝 韩梦成呀,232.0,,20201108,,,,,退款,二手,
841,lxnkf54X,,农业银行 漂亮妈妈 9132,64.0,,20201030,,,,,退款,,
842,lxnkf54X,,支付宝 韩梦成呀,420.0,,20201014,,,,,退款,,
843,lxnkf54X,,农业银行 工资卡 6675,7953.4,,20201010,,,,,薪资,,
844,lxnkf54X,,微信钱包 HAN-MC,6.5,,20200911,,,,,退款,,
845,lxnkf54X,,农业银行 工资卡 6675,7904.28,,20200910,,,,,薪资,,
846,lxnkf54X,,微信钱包 HAN-MC,112.5,,20200909,,,,,退款,,
847,lxnkf54X,,农业银行 C位出道 3118,4.0,,20200907,,,,,退款,,
848,lxnkf54X,,微信钱包 HAN-MC,1278.5,,20200906,,,,,退款,,
849,lxnkf54X,,农业银行 工资卡 6675,8378.86,,20200904,,,,,薪资,,
850,lxnkf54X,,微信钱包 HAN-MC,11.0,,20200831,,,,,退款,,
851,lxnkf54X,,微信钱包 HAN-MC,6.0,,20200821,,,,,退款,,
852,lxnkf54X,,农业银行 工资卡 6675,7904.27,,20200810,,,,,薪资,,
853,lxnkf54X,,微信钱包 HAN-MC,36.5,,20200810,,,,,退款,,
854,lxnkf54X,,微信钱包 HAN-MC,50.0,,20200810,,,,,意外所得,,
855,lxnkf54X,,农业银行 C位出道 3118,79.0,,20200808,,,,,退款,,
856,lxnkf54X,,微信钱包 HAN-MC,37.5,,20200802,,,,,退款,,
857,lxnkf54X,,微信钱包 HAN-MC,12.0,,20200731,,,,,退款,,
858,lxnkf54X,,微信钱包 HAN-MC,11.5,,20200731,,,,,退款,,
859,lxnkf54X,,微信钱包 HAN-MC,11.0,,20200731,,,,,退款,,
860,lxnkf54X,,微信钱包 HAN-MC,15.0,,20200729,,,,,退款,,
861,lxnkf54X,,微信钱包 HAN-MC,15.0,,20200723,,,,,退款,,
862,lxnkf54X,,微信钱包 HAN-MC,28.0,,20200723,,,,,退款,,
863,lxnkf54X,,支付宝 韩梦成呀,2400.0,,20200718,,,,,退款,二手,
864,lxnkf54X,,农业银行 工资卡 6675,7952.78,,20200710,,,,,薪资,,
865,lxnkf54X,,农业银行 C位出道 3118,3.2,,20200709,,,,,意外所得,,
866,lxnkf54X,,农业银行 C位出道 3118,257.56,,20200708,,,,,退款,,
867,lxnkf54X,,农业银行 C位出道 3118,1.18,,20200704,,,,,意外所得,,
868,lxnkf54X,,微信钱包 HAN-MC,10.51,,20200703,,,,,意外所得,微信红包,
869,lxnkf54X,,农业银行 工资卡 6675,2.0,,20200627,,,,,退款,,
870,lxnkf54X,,微信钱包 HAN-MC,24.68,,20200626,,,,,其他,,aa
871,lxnkf54X,,农业银行 C位出道 3118,118.0,,20200625,,,,,退款,,
872,lxnkf54X,,农业银行 C位出道 3118,299.0,,20200625,,,,,退款,,
873,lxnkf54X,,农业银行 C位出道 3118,79.0,,20200625,,,,,退款,,
874,lxnkf54X,,农业银行 C位出道 3118,178.0,,20200623,,,,,退款,,
875,lxnkf54X,,微信钱包 HAN-MC,6.75,,20200614,,,,,意外所得,微信红包,
876,lxnkf54X,,农业银行 工资卡 6675,7952.78,,20200610,,,,,薪资,,
877,lxnkf54X,,微信钱包 HAN-MC,299.0,,20200606,,,,,退款,,摩拜单车押金退还
878,lxnkf54X,,微信钱包 HAN-MC,20.61,,20200601,,,,,意外所得,微信红包,
879,lxnkf54X,,微信钱包 HAN-MC,22.0,,20200601,,,,,意外所得,微信红包,
880,lxnkf54X,,支付宝 韩梦成呀,10.0,,20200527,,,,,意外所得,,
881,lxnkf54X,,蚂蚁花呗 储蓄卡,129.0,,20200526,,,,,退款,,
882,lxnkf54X,,蚂蚁花呗 储蓄卡,63.0,,20200523,,,,,退款,,
883,lxnkf54X,,支付宝 韩梦成呀,20.0,,20200519,,,,,退款,,邮费补退
884,lxnkf54X,,微信钱包 HAN-MC,16.0,,20200517,,,,,意外所得,微信红包,
885,lxnkf54X,,农业银行 工资卡 6675,10871.25,,20200509,,,,,薪资,,
886,lxnkf54X,,工商银行 投资资金池 东方财富 0282,40000.0,,20200509,,,,,其他,,初始投资基金
887,lxnkf54X,,蚂蚁花呗 储蓄卡,53.26,,20200509,,,,,退款,,
888,lxnkf54X,,蚂蚁花呗 储蓄卡,2199.0,,20200507,,,,,退款,,
889,lxnkf54X,,微信钱包 HAN-MC,15.57,,20200504,,,,,意外所得,微信红包,
890,lxnkf54X,,蚂蚁花呗 储蓄卡,79.0,,20200429,,,,,退款,,
891,lxnkf54X,,蚂蚁花呗 储蓄卡,3.0,,20200427,,,,,意外所得,,
892,lxnkf54X,,现金钱包 小钱包,600.0,,20200423,,,,,其他,,妈妈给的
893,lxnkf54X,,蚂蚁花呗 储蓄卡,999.0,,20200422,,,,,退款,,
894,lxnkf54X,,微信钱包 HAN-MC,9.2,,20200418,,,,,意外所得,微信红包,
895,lxnkf54X,,微信钱包 HAN-MC,26.66,,20200415,,,,,意外所得,微信红包,公众号推文奖金
896,lxnkf54X,,蚂蚁花呗 储蓄卡,375.5,,20200415,,,,,退款,,
897,lxnkf54X,,蚂蚁花呗 储蓄卡,375.5,,20200414,,,,,退款,,
898,lxnkf54X,,微信钱包 HAN-MC,120.0,,20200414,,,,,意外所得,微信红包,
899,lxnkf54X,,微信钱包 HAN-MC,40.0,,20200410,,,,,意外所得,微信红包,
900,lxnkf54X,,蚂蚁花呗 储蓄卡,27.0,,20200404,,,,,退款,,
901,lxnkf54X,,支付宝 韩梦成呀,8000.0,,20200403,,,,,其他,,退税
902,lxnkf54X,,蚂蚁花呗 储蓄卡,12.0,,20200326,,,,,退款,,运费险
903,lxnkf54X,,支付宝 韩梦成呀,2000.0,,20200325,,,,,其他,,老爹赞助
904,lxnkf54X,,蚂蚁花呗 储蓄卡,1000.0,,20200324,,,,,退款,,
905,lxnkf54X,,微信钱包 HAN-MC,7.35,,20200316,,,,,意外所得,微信红包,
906,lxnkf54X,,支付宝 韩梦成呀,100.0,,20200313,,,,,意外所得,,淘宝维权成功
907,lxnkf54X,,支付宝 韩梦成呀,6258.0,,20200313,,,,,退款,,iPad 淘宝退款
908,lxnkf54X,,支付宝 韩梦成呀,119.2,,20201220,,,蚂蚁花呗 信用卡,,还信用卡,,
909,lxnkf54X,,农业银行 工资卡 6675,8701.82,,20201211,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
910,lxnkf54X,,农业银行 工资卡 6675,8000.0,,20201211,,,工商银行 投资资金池 天天基金,,内部转账,,
911,lxnkf54X,,农业银行 工资卡 6675,5000.0,,20201211,,,支付宝 韩梦成呀,,内部转账,,
912,lxnkf54X,,支付宝 韩梦成呀,5000.0,,20201211,,,我的应收 ,,借出,,
913,lxnkf54X,,微信钱包 HAN-MC,10.78,,20201210,,,美团月付 信用卡,,还信用卡,,
914,lxnkf54X,,支付宝 韩梦成呀,675.0,,20201204,,,招商银行 星座卡 7296,,还信用卡,,
915,lxnkf54X,,支付宝 韩梦成呀,367.18,,20201203,,,农业银行 C位出道 3118,,还信用卡,,
916,lxnkf54X,,支付宝 韩梦成呀,5000.0,,20201130,,,农业银行 漂亮妈妈 9132,,还信用卡,,
917,lxnkf54X,,工商银行 投资资金池 天天基金,3115.0,,20201130,,,农业银行 漂亮妈妈 9132,,还信用卡,,
918,lxnkf54X,,工商银行 投资资金池 天天基金,1886.0,,20201130,,,支付宝 韩梦成呀,,内部转账,,
919,lxnkf54X,,支付宝 韩梦成呀,1934.54,,20201129,,,京东白条 信用卡,,还信用卡,,
920,lxnkf54X,,农业银行 工资卡 6675,6852.22,,20201110,,,支付宝 韩梦成呀,,内部转账,,
921,lxnkf54X,,支付宝 韩梦成呀,1970.0,,20201103,,,农业银行 C位出道 3118,,还信用卡,,
922,lxnkf54X,,支付宝 韩梦成呀,727.0,,20201030,,,农业银行 漂亮妈妈 9132,,还信用卡,,
923,lxnkf54X,,我的应收 ,35.0,,20201030,,,微信钱包 HAN-MC,,收债,,
924,lxnkf54X,,支付宝 韩梦成呀,1880.0,,20201029,,,京东白条 信用卡,,还信用卡,,
925,lxnkf54X,,支付宝 韩梦成呀,194.58,,20201014,,,蚂蚁花呗 信用卡,,还信用卡,,
926,lxnkf54X,,工商银行 储蓄卡 0282,5599.84,,20201013,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
927,lxnkf54X,,农业银行 工资卡 6675,7953.4,,20201013,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
928,lxnkf54X,,农业银行 工资卡 6675,7904.28,,20200910,,,支付宝 韩梦成呀,,内部转账,,
929,lxnkf54X,,微信钱包 HAN-MC,1000.0,,20200906,,,支付宝 韩梦成呀,,内部转账,,
930,lxnkf54X,,农业银行 C位出道 3118,285.0,,20200906,,,蚂蚁花呗 信用卡,,内部转账,,
931,lxnkf54X,,农业银行 工资卡 6675,8378.86,,20200906,,,支付宝 韩梦成呀,,内部转账,,
932,lxnkf54X,,支付宝 韩梦成呀,2716.12,,20200903,,,农业银行 C位出道 3118,,还信用卡,,
933,lxnkf54X,,蚂蚁花呗 信用卡,488.3,,20200830,,,农业银行 漂亮妈妈 9132,,内部转账,,
934,lxnkf54X,,支付宝 韩梦成呀,1879.92,,20200829,,,京东白条 信用卡,,还信用卡,,
935,lxnkf54X,,支付宝 韩梦成呀,358.71,,20200825,,,蚂蚁花呗 信用卡,,还信用卡,,
936,lxnkf54X,,理财通 稳定理财,3024.11,,20200814,,,工商银行 投资资金池 天天基金,,内部转账,,
937,lxnkf54X,,农业银行 工资卡 6675,7004.27,,20200812,,,支付宝 韩梦成呀,,内部转账,,
938,lxnkf54X,,支付宝 韩梦成呀,1994.0,,20200803,,,农业银行 C位出道 3118,,还信用卡,,
939,lxnkf54X,,支付宝 韩梦成呀,1880.0,,20200729,,,京东白条 信用卡,,还信用卡,,
940,lxnkf54X,,理财通 韩梦成,3347.61,,20200727,,,工商银行 投资资金池 天天基金,,投资回收,,
941,lxnkf54X,,东财股票 韩梦成,21000.0,,20200723,,,工商银行 投资资金池 东方财富 0282,,投资回收,,
942,lxnkf54X,,东财股票 韩梦成,1601.7,,20200720,,,工商银行 投资资金池 东方财富 0282,,投资回收,,
943,lxnkf54X,,支付宝 韩梦成呀,648.13,,20200720,,,蚂蚁花呗 信用卡,,还信用卡,,
944,lxnkf54X,,东财基金 韩梦成,2007.45,,20200720,,,工商银行 投资资金池 东方财富 0282,,投资回收,,
945,lxnkf54X,,工商银行 投资资金池 东方财富 0282,300.0,,20200716,,,天天基金 韩梦成,,投资,,
946,lxnkf54X,,工商银行 投资资金池 东方财富 0282,300.0,,20200716,,,天天基金 韩梦成,,投资,,
947,lxnkf54X,,工商银行 投资资金池 东方财富 0282,200.0,,20200716,,,天天基金 韩梦成,,投资,,
948,lxnkf54X,,我的应收 ,7.5,,20200715,,,微信钱包 HAN-MC,,收债,,打车AA
949,lxnkf54X,,工商银行 投资资金池 东方财富 0282,1376.0,,20200714,,,东财股票 韩梦成,,投资,,
950,lxnkf54X,,理财通 稳定理财,1001.52,,20200713,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
951,lxnkf54X,,我的应收 ,50.0,,20200712,,,微信钱包 HAN-MC,,收债,,
952,lxnkf54X,,农业银行 工资卡 6675,4000.0,,20200710,,,支付宝 韩梦成呀,,内部转账,,
953,lxnkf54X,,农业银行 工资卡 6675,3954.76,,20200710,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
954,lxnkf54X,,理财通 稳定理财,1002.62,,20200710,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
955,lxnkf54X,,支付宝 韩梦成呀,3000.0,,20200708,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
956,lxnkf54X,,支付宝 韩梦成呀,5000.0,,20200708,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
957,lxnkf54X,,支付宝 韩梦成呀,1340.0,,20200704,,,农业银行 C位出道 3118,,还信用卡,,
958,lxnkf54X,,我的应收 ,70.0,,20200630,,,微信钱包 HAN-MC,,收债,,aa 
959,lxnkf54X,,支付宝 韩梦成呀,142.0,,20200629,,,农业银行 工资卡 6675,,内部转账,,
960,lxnkf54X,,支付宝 韩梦成呀,1949.0,,20200629,,,农业银行 工资卡 6675,,内部转账,,
961,lxnkf54X,,农业银行 工资卡 6675,1949.79,,20200629,,,我的应付 ,,还债,,京东白条
962,lxnkf54X,,支付宝 韩梦成呀,2408.56,,20200620,,,蚂蚁花呗 储蓄卡,,内部转账,,
963,lxnkf54X,,支付宝 韩梦成呀,300.0,,20200616,,,微信钱包 HAN-MC,,内部转账,,
964,lxnkf54X,,农业银行 工资卡 6675,3000.0,,20200614,,,理财通 稳定理财,,内部转账,,
965,lxnkf54X,,农业银行 工资卡 6675,6200.0,,20200611,,,支付宝 韩梦成呀,,内部转账,,
966,lxnkf54X,,农业银行 工资卡 6675,1000.0,,20200611,,,理财通 稳定理财,,内部转账,,
967,lxnkf54X,,我的应收 ,9.0,,20200607,,,微信钱包 HAN-MC,,收债,,
968,lxnkf54X,,工商银行 投资资金池 东方财富 0282,3000.0,,20200529,,,农业银行 工资卡 6675,,内部转账,,
969,lxnkf54X,,农业银行 工资卡 6675,1279.99,,20200529,,,京东白条 储蓄卡,,内部转账,,还白条
970,lxnkf54X,,我的应收 ,84.0,,20200524,,,蚂蚁花呗 储蓄卡,,收债,,聚餐AA
971,lxnkf54X,,工商银行 投资资金池 东方财富 0282,6989.62,,20200520,,,蚂蚁花呗 储蓄卡,,内部转账,,
972,lxnkf54X,,农业银行 C位出道 3118,58.5,,20200515,,,现金钱包 小钱包,,取现,,
973,lxnkf54X,,农业银行 工资卡 6675,100.0,,20200514,,,公交卡 Apple Watch上海交通卡,,内部转账,,
974,lxnkf54X,,农业银行 工资卡 6675,6000.0,,20200512,,,支付宝 韩梦成呀,,内部转账,,
975,lxnkf54X,,农业银行 工资卡 6675,4000.0,,20200511,,,理财通 稳定理财,,内部转账,,
976,lxnkf54X,,工商银行 投资资金池 东方财富 0282,50.0,,20200509,,,公交卡 Apple Watch上海交通卡,,内部转账,,
977,lxnkf54X,,微信钱包 HAN-MC,50.0,,20200509,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
978,lxnkf54X,,我的应收 ,28.5,,20200507,,,蚂蚁花呗 储蓄卡,,收债,,
979,lxnkf54X,,我的应收 ,508.5,,20200501,,,微信钱包 HAN-MC,,收债,,聚餐AA收款
980,lxnkf54X,,我的应收 ,520.0,,20200428,,,蚂蚁花呗 储蓄卡,,收债,,家具AA收款
981,lxnkf54X,,工商银行 投资资金池 东方财富 0282,20.0,,20200423,,,公交卡 Apple Watch上海交通卡,,内部转账,,
982,lxnkf54X,,工商银行 投资资金池 东方财富 0282,10.0,,20200423,,,公交卡 Apple Watch上海交通卡,,内部转账,,交通卡充值
983,lxnkf54X,,微信钱包 HAN-MC,50.0,,20200423,,,工商银行 投资资金池 东方财富 0282,,内部转账,,
984,lxnkf54X,,我的应收 ,275.0,,20200421,,,微信钱包 HAN-MC,,收债,,聚餐收款
985,lxnkf54X,,支付宝 韩梦成呀,7913.0,,20200420,,,蚂蚁花呗 储蓄卡,,内部转账,,蚂蚁花呗还款
986,lxnkf54X,,支付宝 韩梦成呀,1170.58,,20200320,,,蚂蚁花呗 储蓄卡,,内部转账,,
